lr=0.01,lr=0.003,lr=0.001,lr=0.0003,lr=0.0001,lr=3e-05
147318.56846618652,146111.90435791016,46682.30021095276,26568.95198440552,83447.76099395752,131049.90867614746
111933.13166809082,104709.88948059082,21689.052008628845,14296.788230895996,46537.685119628906,98481.61682128906
109580.4919128418,89731.48040771484,18929.12298488617,11138.6277384758,30420.88304901123,95397.83195495605
108967.0412750244,82869.66535949707,17024.37683391571,9168.583662509918,23469.92714881897,93839.08372497559
110572.58581542967,75128.76528167725,15253.779066085815,8192.579290866852,20885.89375686645,92589.73413085938
94981.87409973145,65224.23587799072,13882.700830459597,6817.348726034164,18468.0645904541,91504.05261230469
81483.7363357544,60491.90175628662,13434.60036087036,6695.918631434441,16136.77904701233,90717.24778747559
68128.87545013428,54771.75579071045,12583.186013698578,6377.3516528606415,14477.977937698364,89909.21293640137
65080.30170440674,42719.54991531372,11560.889220237732,5942.69511783123,14244.31139087677,89213.60571289062
65887.58305358887,35335.790954589844,11672.145477294922,5372.355091452599,13659.78048324585,88398.0952758789
58546.47434997559,25918.933670043945,10103.280930519104,6290.297319412231,13539.25020122528,87593.16023254395
53747.50240325928,19681.46463012696,9671.53403377533,6044.566193342209,12401.843718528748,86902.92407226562
48366.88915634155,16064.403176307678,8497.147238731384,5764.9329471588135,11510.601563930511,86286.7943572998
42947.41248321533,13363.09193611145,8481.997364759445,4994.776410341263,10352.84241437912,85725.50743103027
38312.67245101929,11420.716228961945,7810.002927064896,4755.835680902004,10326.453050613403,85076.99798583984
34722.089977264404,9817.718870162964,8236.074632883072,4965.79800093174,9913.880307674408,84224.78457641602
30216.02173995972,8602.789235115051,7001.136731386185,4826.10965692997,9787.001769065855,83713.4070892334
26984.90685081482,7990.360330104828,6649.211846470833,4975.127167522907,10676.87024784088,82901.90628051758
24495.383586883545,7434.328673362732,6270.55556333065,4584.800715088844,10460.701730251312,82113.72595214844
22517.243341445923,7392.514394760132,6962.856294393539,4199.927654981613,10565.588710308077,80896.5390625
21039.6912689209,7370.76909828186,6537.260282039642,4238.500907063484,10253.748225688934,80017.40406799316
17851.965189933777,5759.522089481354,6800.908050775528,4299.121005892754,10434.150850772858,79232.07981872559
15010.21189212799,4794.0321934223175,5966.32842028141,4317.775903731585,9395.761328697205,77938.44032287598
13079.01728439331,4469.745210766792,5188.140895009041,4323.192441165447,8809.686810731888,77295.72128295898
11701.60045528412,4840.516276061535,4270.505632519722,4039.134900331497,8189.410433292389,76262.33973693848
