lr=0.01,lr=0.003,lr=0.001,lr=0.0003,lr=0.0001,lr=3e-05
,,101245.94235229492,120520.2508544922,135202.69479370117,137604.65901184082
,,56944.3967666626,83649.03634643555,120127.21266174316,136061.00259399414
,,39453.73707771301,60379.778049468994,104212.59312438963,131123.5679321289
,,38919.87990951538,45954.144634246826,89809.86585235596,125958.6596069336
,,26674.04200267792,36266.8978767395,77640.6600189209,121625.58096313477
,,22009.958556175232,30599.520252227783,67973.07285308838,117318.19519042969
,,28581.381556510925,24960.507696151733,59889.719062805176,112322.94723510742
,,31860.219574928284,22421.91607093811,53399.8065032959,107067.31910705566
,,31328.38157081604,19653.308847427368,47876.72910308838,102482.4928894043
,,37286.33105278015,17134.74810886383,42995.39966964722,98288.71063232422
,,27997.47222518921,16803.052384376526,38908.86937332153,94391.74952697754
,,22104.60334587097,14528.213552474976,35442.876598358154,90559.20652770996
,,15091.693638324738,13519.360332489014,32512.962562561035,87009.17803192139
,,10696.818141222,12621.216617107391,29952.28922843933,83576.64025115967
,,8548.108481645584,11927.625480651855,27981.52993965149,80271.30424499512
,,7882.404700279236,11351.308870792387,26393.94208908081,77035.37091827393
,,11388.970715999603,10824.945954322817,24868.213315963745,73955.58684539795
,,9190.151710033417,10344.224381923676,23551.655647277832,71210.64695739746
,,7029.183917880058,9938.662325382233,22430.960048675537,68608.64557647705
,,12780.56267285347,9576.318610668182,21462.048093795776,66256.89388275146
,,6758.398054361343,9248.327393054962,20511.05368232727,63880.296783447266
,,6987.788196325302,8969.756877422333,19844.895656585693,61757.499267578125
,,6149.996098518372,8624.83482170105,18957.37825584412,59586.7200088501
,,5834.290128469467,8310.72308754921,18344.62268924713,57482.03805541992
,,5856.915642738342,7994.819680213928,17690.317999839783,55731.542793273926
