lr=0.01,lr=0.003,lr=0.001,lr=0.0003,lr=0.0001,lr=3e-05
147697.47868347168,143283.89938354492,45531.36033058167,25487.46653556824,40776.329151153564,74998.35010528564
107116.86465454102,104897.37033081056,18248.744111061096,12250.876297473907,31100.244304656982,40774.20890045166
104622.30534362792,89990.52137756348,13336.11205816269,21333.996643066406,26882.017978668213,31802.58424758911
99197.30500793456,83191.28484344482,11112.339102745056,16157.116780281069,27473.140634536743,28562.276496887207
92683.82099914552,75860.07027435303,9432.62699842453,13153.730056762695,24949.588584899902,28689.4012260437
95094.01565551758,69427.26490783691,8873.952904462814,11615.980852603912,22753.57028388977,31495.003395080566
87617.96026611328,64357.36226654053,8870.408870220184,10009.76346540451,21503.7117023468,31382.68494796753
81941.5464630127,55946.49152374268,7766.062158346176,9123.438256025314,19873.249185562134,29945.42844772339
79329.47451782227,46103.36980438232,6891.603550672531,9086.891321659088,19453.479753494263,31005.64178466797
75634.45557403564,34712.92043304443,5879.550923585892,8596.851232528687,18109.884824752808,30626.931312561035
73491.02239990234,26030.836349487305,5952.990969657898,7109.691486120224,16359.315425872805,28507.593627929688
69382.89477539062,18817.77197742462,5265.172415971756,6789.969347953796,17853.196453094482,25971.989545822144
65711.53930664062,13800.2372341156,4995.975528717041,6560.638472080231,16949.716815948486,26409.44385910034
61369.341621398926,11036.503635644913,4349.986265182495,5878.739349365234,16644.825729370117,25390.11847114563
56088.044036865234,8046.681549310684,4243.81358987093,5445.89395648241,14374.877458572388,23902.159769058228
52509.00556945801,6309.67399084568,4090.2746720314026,4864.482331514359,14404.944283485413,23914.94818496704
49179.89632415772,5743.64863717556,3910.059700369835,4254.437667667866,13618.769287109377,22557.880197525024
45063.69584655762,4815.937655627728,3963.729293525219,4390.971974492073,12622.755263328552,22150.095264434814
41793.97928619385,4451.899262905121,4512.25559091568,4303.696645140648,11244.41841506958,23686.911073684692
39512.97494506836,4507.0459550619125,3733.380526542664,4198.369235873222,10870.314182758331,22590.45377922058
36906.84716415405,4272.779489815235,3688.5174405276775,3540.0840261280537,10251.165670871736,22258.425256729126
34190.20442199707,3823.288798034191,3363.158233582973,3862.2179238200174,9446.753851413729,22134.789094924927
31682.852142333984,3655.659218430519,3073.066054940224,4051.26088899374,8769.984139919281,21664.956146240234
29347.041053771973,3468.33911049366,3049.2596347332,3899.049992084503,9287.700089931488,19955.04595184326
27223.5893573761,3685.386854112148,2989.0704820156097,3761.494957089424,9167.860546588898,19199.76875114441
