"(0.0003, 0, 0) C-1","(0.0003, 0, 0) C-2","(0.0003, 0, 0) C-3","(0.0003, 0, 0) C-4","(0.0003, 0, 0) C-5","(0.0003, 0, 0) C-6","(0.0003, 0, 0) C-7","(0.0003, 0, 0) C-8","(0.0003, 0, 0) C-9","(0.0003, 0, 0) C-10"
13683.749478161337,13315.103823721409,13662.252537727356,13746.96154153347,13885.054267525671,13550.584182739258,13880.303033590317,12963.21894145012,14016.955044865608,13472.234687685966
3519.762657046318,3588.2177905738354,3493.169254004956,3496.7410477101803,3705.7570481300354,3690.588662415743,3546.4843245744705,3476.285293877125,3743.5135164558887,3592.759452611208
2372.6077670902014,2370.945863962173,2343.3098166137934,2396.511583134532,2576.139944061637,2543.7029595673084,2346.360139459372,2366.949303723872,2557.0439069271088,2506.425541996956
1852.3407345712185,1856.4833052568133,1876.910160303116,1865.834296874702,1958.2598539814355,1996.523727416992,1822.499970383942,1780.6137243509293,1996.5747953355312,1863.2903178930283
1458.294819906354,1401.9948531389236,1454.5781588330865,1473.4940467588603,1482.7378525733948,1555.8314912877977,1399.2786075472832,1503.989102110267,1528.2907500565052,1513.4833149574697
1264.7489869240671,1233.3574160933497,1224.2263072095811,1319.450544461608,1258.0627869851887,1203.3419840820134,1201.6726562567055,1205.6614365763962,1279.3721544649452,1189.026449792087
989.860865207389,965.151373013854,1001.975804656744,963.6978191034868,1040.3529921807349,1069.12195828557,943.7758270893246,968.2923807688056,993.7471219915896,1006.1979566309601
815.6918625077233,754.8085597353056,821.7935582157224,781.7724744388834,818.2802343182266,773.2695282269269,831.7692541331053,843.726507326588,876.7679138584062,919.5394137082621
710.0781486807391,676.2807154217735,716.8438382516615,675.6633516862057,735.217799638398,760.8479660842568,654.1548963012174,634.3394217304885,718.0619543660432,771.7154031731188
560.717222343199,592.5340267149732,578.8309301231056,650.4275892204605,623.8063871073537,579.7263279021718,602.0337544414215,620.9039472192526,631.2310550869443,622.1344700772315
485.0153622222133,478.6689156049397,487.896857998101,527.4607425143477,639.1675264657242,586.5983433779329,458.74125988257583,436.0857926355675,491.3484662408009,527.9230032572523
476.0956997554749,450.39553525904194,420.5395752643235,472.3626642152085,480.685714520514,440.7000930556096,467.6621354960371,470.05911628110334,472.23547317727935,484.0565619189292
