Column 1
133286.9764251709
118243.69227600098
102946.37895202637
89427.87757110596
77743.25138092041
67797.6728591919
59171.24824523926
51587.54775619507
45299.21034240723
39808.06258010864
35625.737897872925
32196.552589416504
29578.238637924194
27412.49744796753
25512.47127723694
24023.131267547607
22705.654146194458
21439.425104141235
20263.619831085205
19483.599252700806
18693.146659851074
17845.018763542175
17280.323216438293
16639.660318374634
16035.3436794281
14752.40113401413
14519.563225746155
14503.219553947449
14430.551965713501
14419.335295677185
14389.64810848236
14309.167472839355
14232.125851631165
14252.388429641724
14219.150371551514
14139.566935539246
14116.233541488647
14106.812269210815
13998.291054725647
13953.419713973999
13881.533769607544
13871.388633728027
13822.460938453674
13829.560451507568
13721.936179161072
13703.08950996399
13678.31159543991
13638.003774642944
13541.003739356995
13529.773741722107
